datasets\waterDataSet\imgAug\499.jpeg datasets\waterDataSet\labelAug\499.png datasets\waterDataSet\edge\499.png
datasets\waterDataSet\imgAug\571.jpeg datasets\waterDataSet\labelAug\571.png datasets\waterDataSet\edge\571.png
datasets\waterDataSet\imgAug\1618.jpeg datasets\waterDataSet\labelAug\1618.png datasets\waterDataSet\edge\1618.png
datasets\waterDataSet\imgAug\4992.jpeg datasets\waterDataSet\labelAug\4992.png datasets\waterDataSet\edge\4992.png
datasets\waterDataSet\imgAug\3730.jpeg datasets\waterDataSet\labelAug\3730.png datasets\waterDataSet\edge\3730.png
datasets\waterDataSet\imgAug\3112.jpeg datasets\waterDataSet\labelAug\3112.png datasets\waterDataSet\edge\3112.png
datasets\waterDataSet\imgAug\2254.jpeg datasets\waterDataSet\labelAug\2254.png datasets\waterDataSet\edge\2254.png
datasets\waterDataSet\imgAug\4395.jpeg datasets\waterDataSet\labelAug\4395.png datasets\waterDataSet\edge\4395.png
datasets\waterDataSet\imgAug\3056.jpeg datasets\waterDataSet\labelAug\3056.png datasets\waterDataSet\edge\3056.png
datasets\waterDataSet\imgAug\3910.jpeg datasets\waterDataSet\labelAug\3910.png datasets\waterDataSet\edge\3910.png
datasets\waterDataSet\imgAug\2878.jpeg datasets\waterDataSet\labelAug\2878.png datasets\waterDataSet\edge\2878.png
datasets\waterDataSet\imgAug\1656.jpeg datasets\waterDataSet\labelAug\1656.png datasets\waterDataSet\edge\1656.png
datasets\waterDataSet\imgAug\3726.jpeg datasets\waterDataSet\labelAug\3726.png datasets\waterDataSet\edge\3726.png
datasets\waterDataSet\imgAug\2974.jpeg datasets\waterDataSet\labelAug\2974.png datasets\waterDataSet\edge\2974.png
datasets\waterDataSet\imgAug\3915.jpeg datasets\waterDataSet\labelAug\3915.png datasets\waterDataSet\edge\3915.png
datasets\waterDataSet\imgAug\823.jpeg datasets\waterDataSet\labelAug\823.png datasets\waterDataSet\edge\823.png
datasets\waterDataSet\imgAug\4255.jpeg datasets\waterDataSet\labelAug\4255.png datasets\waterDataSet\edge\4255.png
datasets\waterDataSet\imgAug\642.jpeg datasets\waterDataSet\labelAug\642.png datasets\waterDataSet\edge\642.png
datasets\waterDataSet\imgAug\4038.jpeg datasets\waterDataSet\labelAug\4038.png datasets\waterDataSet\edge\4038.png
datasets\waterDataSet\imgAug\3368.jpeg datasets\waterDataSet\labelAug\3368.png datasets\waterDataSet\edge\3368.png
datasets\waterDataSet\imgAug\777.jpeg datasets\waterDataSet\labelAug\777.png datasets\waterDataSet\edge\777.png
datasets\waterDataSet\imgAug\588.jpeg datasets\waterDataSet\labelAug\588.png datasets\waterDataSet\edge\588.png
datasets\waterDataSet\imgAug\3310.jpeg datasets\waterDataSet\labelAug\3310.png datasets\waterDataSet\edge\3310.png
datasets\waterDataSet\imgAug\1356.jpeg datasets\waterDataSet\labelAug\1356.png datasets\waterDataSet\edge\1356.png
datasets\waterDataSet\imgAug\2116.jpeg datasets\waterDataSet\labelAug\2116.png datasets\waterDataSet\edge\2116.png
datasets\waterDataSet\imgAug\462.jpeg datasets\waterDataSet\labelAug\462.png datasets\waterDataSet\edge\462.png
datasets\waterDataSet\imgAug\1980.jpeg datasets\waterDataSet\labelAug\1980.png datasets\waterDataSet\edge\1980.png
datasets\waterDataSet\imgAug\3577.jpeg datasets\waterDataSet\labelAug\3577.png datasets\waterDataSet\edge\3577.png
datasets\waterDataSet\imgAug\3447.jpeg datasets\waterDataSet\labelAug\3447.png datasets\waterDataSet\edge\3447.png
datasets\waterDataSet\imgAug\4196.jpeg datasets\waterDataSet\labelAug\4196.png datasets\waterDataSet\edge\4196.png
datasets\waterDataSet\imgAug\305.jpeg datasets\waterDataSet\labelAug\305.png datasets\waterDataSet\edge\305.png
datasets\waterDataSet\imgAug\2962.jpeg datasets\waterDataSet\labelAug\2962.png datasets\waterDataSet\edge\2962.png
datasets\waterDataSet\imgAug\4702.jpeg datasets\waterDataSet\labelAug\4702.png datasets\waterDataSet\edge\4702.png
datasets\waterDataSet\imgAug\1900.jpeg datasets\waterDataSet\labelAug\1900.png datasets\waterDataSet\edge\1900.png
datasets\waterDataSet\imgAug\4842.jpeg datasets\waterDataSet\labelAug\4842.png datasets\waterDataSet\edge\4842.png
datasets\waterDataSet\imgAug\3600.jpeg datasets\waterDataSet\labelAug\3600.png datasets\waterDataSet\edge\3600.png
datasets\waterDataSet\imgAug\434.jpeg datasets\waterDataSet\labelAug\434.png datasets\waterDataSet\edge\434.png
datasets\waterDataSet\imgAug\3376.jpeg datasets\waterDataSet\labelAug\3376.png datasets\waterDataSet\edge\3376.png
datasets\waterDataSet\imgAug\1111.jpeg datasets\waterDataSet\labelAug\1111.png datasets\waterDataSet\edge\1111.png
datasets\waterDataSet\imgAug\2689.jpeg datasets\waterDataSet\labelAug\2689.png datasets\waterDataSet\edge\2689.png
datasets\waterDataSet\imgAug\2750.jpeg datasets\waterDataSet\labelAug\2750.png datasets\waterDataSet\edge\2750.png
datasets\waterDataSet\imgAug\631.jpeg datasets\waterDataSet\labelAug\631.png datasets\waterDataSet\edge\631.png
datasets\waterDataSet\imgAug\1705.jpeg datasets\waterDataSet\labelAug\1705.png datasets\waterDataSet\edge\1705.png
datasets\waterDataSet\imgAug\1663.jpeg datasets\waterDataSet\labelAug\1663.png datasets\waterDataSet\edge\1663.png
datasets\waterDataSet\imgAug\4991.jpeg datasets\waterDataSet\labelAug\4991.png datasets\waterDataSet\edge\4991.png
datasets\waterDataSet\imgAug\3028.jpeg datasets\waterDataSet\labelAug\3028.png datasets\waterDataSet\edge\3028.png
datasets\waterDataSet\imgAug\1872.jpeg datasets\waterDataSet\labelAug\1872.png datasets\waterDataSet\edge\1872.png
datasets\waterDataSet\imgAug\4353.jpeg datasets\waterDataSet\labelAug\4353.png datasets\waterDataSet\edge\4353.png
datasets\waterDataSet\imgAug\1698.jpeg datasets\waterDataSet\labelAug\1698.png datasets\waterDataSet\edge\1698.png
datasets\waterDataSet\imgAug\4550.jpeg datasets\waterDataSet\labelAug\4550.png datasets\waterDataSet\edge\4550.png
datasets\waterDataSet\imgAug\4544.jpeg datasets\waterDataSet\labelAug\4544.png datasets\waterDataSet\edge\4544.png
datasets\waterDataSet\imgAug\5034.jpeg datasets\waterDataSet\labelAug\5034.png datasets\waterDataSet\edge\5034.png
datasets\waterDataSet\imgAug\2342.jpeg datasets\waterDataSet\labelAug\2342.png datasets\waterDataSet\edge\2342.png
datasets\waterDataSet\imgAug\3297.jpeg datasets\waterDataSet\labelAug\3297.png datasets\waterDataSet\edge\3297.png
datasets\waterDataSet\imgAug\3801.jpeg datasets\waterDataSet\labelAug\3801.png datasets\waterDataSet\edge\3801.png
datasets\waterDataSet\imgAug\4533.jpeg datasets\waterDataSet\labelAug\4533.png datasets\waterDataSet\edge\4533.png
datasets\waterDataSet\imgAug\5114.jpeg datasets\waterDataSet\labelAug\5114.png datasets\waterDataSet\edge\5114.png
datasets\waterDataSet\imgAug\846.jpeg datasets\waterDataSet\labelAug\846.png datasets\waterDataSet\edge\846.png
datasets\waterDataSet\imgAug\459.jpeg datasets\waterDataSet\labelAug\459.png datasets\waterDataSet\edge\459.png
datasets\waterDataSet\imgAug\2303.jpeg datasets\waterDataSet\labelAug\2303.png datasets\waterDataSet\edge\2303.png
datasets\waterDataSet\imgAug\959.jpeg datasets\waterDataSet\labelAug\959.png datasets\waterDataSet\edge\959.png
datasets\waterDataSet\imgAug\4709.jpeg datasets\waterDataSet\labelAug\4709.png datasets\waterDataSet\edge\4709.png
datasets\waterDataSet\imgAug\4241.jpeg datasets\waterDataSet\labelAug\4241.png datasets\waterDataSet\edge\4241.png
datasets\waterDataSet\imgAug\3158.jpeg datasets\waterDataSet\labelAug\3158.png datasets\waterDataSet\edge\3158.png
datasets\waterDataSet\imgAug\1145.jpeg datasets\waterDataSet\labelAug\1145.png datasets\waterDataSet\edge\1145.png
datasets\waterDataSet\imgAug\4962.jpeg datasets\waterDataSet\labelAug\4962.png datasets\waterDataSet\edge\4962.png
datasets\waterDataSet\imgAug\2167.jpeg datasets\waterDataSet\labelAug\2167.png datasets\waterDataSet\edge\2167.png
datasets\waterDataSet\imgAug\2999.jpeg datasets\waterDataSet\labelAug\2999.png datasets\waterDataSet\edge\2999.png
datasets\waterDataSet\imgAug\3959.jpeg datasets\waterDataSet\labelAug\3959.png datasets\waterDataSet\edge\3959.png
datasets\waterDataSet\imgAug\4658.jpeg datasets\waterDataSet\labelAug\4658.png datasets\waterDataSet\edge\4658.png
datasets\waterDataSet\imgAug\2473.jpeg datasets\waterDataSet\labelAug\2473.png datasets\waterDataSet\edge\2473.png
datasets\waterDataSet\imgAug\1752.jpeg datasets\waterDataSet\labelAug\1752.png datasets\waterDataSet\edge\1752.png
datasets\waterDataSet\imgAug\200.jpeg datasets\waterDataSet\labelAug\200.png datasets\waterDataSet\edge\200.png
datasets\waterDataSet\imgAug\3517.jpeg datasets\waterDataSet\labelAug\3517.png datasets\waterDataSet\edge\3517.png
datasets\waterDataSet\imgAug\3863.jpeg datasets\waterDataSet\labelAug\3863.png datasets\waterDataSet\edge\3863.png
datasets\waterDataSet\imgAug\2206.jpeg datasets\waterDataSet\labelAug\2206.png datasets\waterDataSet\edge\2206.png
datasets\waterDataSet\imgAug\2287.jpeg datasets\waterDataSet\labelAug\2287.png datasets\waterDataSet\edge\2287.png
datasets\waterDataSet\imgAug\2083.jpeg datasets\waterDataSet\labelAug\2083.png datasets\waterDataSet\edge\2083.png
datasets\waterDataSet\imgAug\35.jpeg datasets\waterDataSet\labelAug\35.png datasets\waterDataSet\edge\35.png
datasets\waterDataSet\imgAug\4212.jpeg datasets\waterDataSet\labelAug\4212.png datasets\waterDataSet\edge\4212.png
datasets\waterDataSet\imgAug\1876.jpeg datasets\waterDataSet\labelAug\1876.png datasets\waterDataSet\edge\1876.png
datasets\waterDataSet\imgAug\2587.jpeg datasets\waterDataSet\labelAug\2587.png datasets\waterDataSet\edge\2587.png
datasets\waterDataSet\imgAug\1832.jpeg datasets\waterDataSet\labelAug\1832.png datasets\waterDataSet\edge\1832.png
datasets\waterDataSet\imgAug\3922.jpeg datasets\waterDataSet\labelAug\3922.png datasets\waterDataSet\edge\3922.png
datasets\waterDataSet\imgAug\4204.jpeg datasets\waterDataSet\labelAug\4204.png datasets\waterDataSet\edge\4204.png
datasets\waterDataSet\imgAug\477.jpeg datasets\waterDataSet\labelAug\477.png datasets\waterDataSet\edge\477.png
datasets\waterDataSet\imgAug\826.jpeg datasets\waterDataSet\labelAug\826.png datasets\waterDataSet\edge\826.png
datasets\waterDataSet\imgAug\14.jpeg datasets\waterDataSet\labelAug\14.png datasets\waterDataSet\edge\14.png
datasets\waterDataSet\imgAug\1635.jpeg datasets\waterDataSet\labelAug\1635.png datasets\waterDataSet\edge\1635.png
datasets\waterDataSet\imgAug\267.jpeg datasets\waterDataSet\labelAug\267.png datasets\waterDataSet\edge\267.png
datasets\waterDataSet\imgAug\4453.jpeg datasets\waterDataSet\labelAug\4453.png datasets\waterDataSet\edge\4453.png
datasets\waterDataSet\imgAug\840.jpeg datasets\waterDataSet\labelAug\840.png datasets\waterDataSet\edge\840.png
datasets\waterDataSet\imgAug\4222.jpeg datasets\waterDataSet\labelAug\4222.png datasets\waterDataSet\edge\4222.png
datasets\waterDataSet\imgAug\3173.jpeg datasets\waterDataSet\labelAug\3173.png datasets\waterDataSet\edge\3173.png
datasets\waterDataSet\imgAug\4451.jpeg datasets\waterDataSet\labelAug\4451.png datasets\waterDataSet\edge\4451.png
datasets\waterDataSet\imgAug\1611.jpeg datasets\waterDataSet\labelAug\1611.png datasets\waterDataSet\edge\1611.png
datasets\waterDataSet\imgAug\2731.jpeg datasets\waterDataSet\labelAug\2731.png datasets\waterDataSet\edge\2731.png
datasets\waterDataSet\imgAug\2674.jpeg datasets\waterDataSet\labelAug\2674.png datasets\waterDataSet\edge\2674.png
datasets\waterDataSet\imgAug\3333.jpeg datasets\waterDataSet\labelAug\3333.png datasets\waterDataSet\edge\3333.png
datasets\waterDataSet\imgAug\4447.jpeg datasets\waterDataSet\labelAug\4447.png datasets\waterDataSet\edge\4447.png
datasets\waterDataSet\imgAug\2927.jpeg datasets\waterDataSet\labelAug\2927.png datasets\waterDataSet\edge\2927.png
datasets\waterDataSet\imgAug\4019.jpeg datasets\waterDataSet\labelAug\4019.png datasets\waterDataSet\edge\4019.png
datasets\waterDataSet\imgAug\3070.jpeg datasets\waterDataSet\labelAug\3070.png datasets\waterDataSet\edge\3070.png
datasets\waterDataSet\imgAug\1417.jpeg datasets\waterDataSet\labelAug\1417.png datasets\waterDataSet\edge\1417.png
datasets\waterDataSet\imgAug\792.jpeg datasets\waterDataSet\labelAug\792.png datasets\waterDataSet\edge\792.png
datasets\waterDataSet\imgAug\4829.jpeg datasets\waterDataSet\labelAug\4829.png datasets\waterDataSet\edge\4829.png
datasets\waterDataSet\imgAug\2490.jpeg datasets\waterDataSet\labelAug\2490.png datasets\waterDataSet\edge\2490.png
datasets\waterDataSet\imgAug\2733.jpeg datasets\waterDataSet\labelAug\2733.png datasets\waterDataSet\edge\2733.png
datasets\waterDataSet\imgAug\1778.jpeg datasets\waterDataSet\labelAug\1778.png datasets\waterDataSet\edge\1778.png
datasets\waterDataSet\imgAug\4532.jpeg datasets\waterDataSet\labelAug\4532.png datasets\waterDataSet\edge\4532.png
datasets\waterDataSet\imgAug\854.jpeg datasets\waterDataSet\labelAug\854.png datasets\waterDataSet\edge\854.png
datasets\waterDataSet\imgAug\4459.jpeg datasets\waterDataSet\labelAug\4459.png datasets\waterDataSet\edge\4459.png
datasets\waterDataSet\imgAug\3529.jpeg datasets\waterDataSet\labelAug\3529.png datasets\waterDataSet\edge\3529.png
datasets\waterDataSet\imgAug\2514.jpeg datasets\waterDataSet\labelAug\2514.png datasets\waterDataSet\edge\2514.png
datasets\waterDataSet\imgAug\467.jpeg datasets\waterDataSet\labelAug\467.png datasets\waterDataSet\edge\467.png
datasets\waterDataSet\imgAug\246.jpeg datasets\waterDataSet\labelAug\246.png datasets\waterDataSet\edge\246.png
datasets\waterDataSet\imgAug\633.jpeg datasets\waterDataSet\labelAug\633.png datasets\waterDataSet\edge\633.png
datasets\waterDataSet\imgAug\2795.jpeg datasets\waterDataSet\labelAug\2795.png datasets\waterDataSet\edge\2795.png
datasets\waterDataSet\imgAug\3453.jpeg datasets\waterDataSet\labelAug\3453.png datasets\waterDataSet\edge\3453.png
datasets\waterDataSet\imgAug\2189.jpeg datasets\waterDataSet\labelAug\2189.png datasets\waterDataSet\edge\2189.png
datasets\waterDataSet\imgAug\3469.jpeg datasets\waterDataSet\labelAug\3469.png datasets\waterDataSet\edge\3469.png
datasets\waterDataSet\imgAug\5115.jpeg datasets\waterDataSet\labelAug\5115.png datasets\waterDataSet\edge\5115.png
datasets\waterDataSet\imgAug\3330.jpeg datasets\waterDataSet\labelAug\3330.png datasets\waterDataSet\edge\3330.png
datasets\waterDataSet\imgAug\1411.jpeg datasets\waterDataSet\labelAug\1411.png datasets\waterDataSet\edge\1411.png
datasets\waterDataSet\imgAug\2442.jpeg datasets\waterDataSet\labelAug\2442.png datasets\waterDataSet\edge\2442.png
datasets\waterDataSet\imgAug\2921.jpeg datasets\waterDataSet\labelAug\2921.png datasets\waterDataSet\edge\2921.png
datasets\waterDataSet\imgAug\4689.jpeg datasets\waterDataSet\labelAug\4689.png datasets\waterDataSet\edge\4689.png
datasets\waterDataSet\imgAug\5058.jpeg datasets\waterDataSet\labelAug\5058.png datasets\waterDataSet\edge\5058.png
datasets\waterDataSet\imgAug\2226.jpeg datasets\waterDataSet\labelAug\2226.png datasets\waterDataSet\edge\2226.png
datasets\waterDataSet\imgAug\497.jpeg datasets\waterDataSet\labelAug\497.png datasets\waterDataSet\edge\497.png
datasets\waterDataSet\imgAug\4982.jpeg datasets\waterDataSet\labelAug\4982.png datasets\waterDataSet\edge\4982.png
datasets\waterDataSet\imgAug\1545.jpeg datasets\waterDataSet\labelAug\1545.png datasets\waterDataSet\edge\1545.png
datasets\waterDataSet\imgAug\4286.jpeg datasets\waterDataSet\labelAug\4286.png datasets\waterDataSet\edge\4286.png
datasets\waterDataSet\imgAug\2396.jpeg datasets\waterDataSet\labelAug\2396.png datasets\waterDataSet\edge\2396.png
datasets\waterDataSet\imgAug\3648.jpeg datasets\waterDataSet\labelAug\3648.png datasets\waterDataSet\edge\3648.png
datasets\waterDataSet\imgAug\3463.jpeg datasets\waterDataSet\labelAug\3463.png datasets\waterDataSet\edge\3463.png
datasets\waterDataSet\imgAug\2237.jpeg datasets\waterDataSet\labelAug\2237.png datasets\waterDataSet\edge\2237.png
datasets\waterDataSet\imgAug\285.jpeg datasets\waterDataSet\labelAug\285.png datasets\waterDataSet\edge\285.png
datasets\waterDataSet\imgAug\260.jpeg datasets\waterDataSet\labelAug\260.png datasets\waterDataSet\edge\260.png
datasets\waterDataSet\imgAug\2851.jpeg datasets\waterDataSet\labelAug\2851.png datasets\waterDataSet\edge\2851.png
datasets\waterDataSet\imgAug\5065.jpeg datasets\waterDataSet\labelAug\5065.png datasets\waterDataSet\edge\5065.png
datasets\waterDataSet\imgAug\2943.jpeg datasets\waterDataSet\labelAug\2943.png datasets\waterDataSet\edge\2943.png
datasets\waterDataSet\imgAug\2958.jpeg datasets\waterDataSet\labelAug\2958.png datasets\waterDataSet\edge\2958.png
datasets\waterDataSet\imgAug\2480.jpeg datasets\waterDataSet\labelAug\2480.png datasets\waterDataSet\edge\2480.png
datasets\waterDataSet\imgAug\151.jpeg datasets\waterDataSet\labelAug\151.png datasets\waterDataSet\edge\151.png
datasets\waterDataSet\imgAug\1818.jpeg datasets\waterDataSet\labelAug\1818.png datasets\waterDataSet\edge\1818.png
datasets\waterDataSet\imgAug\3286.jpeg datasets\waterDataSet\labelAug\3286.png datasets\waterDataSet\edge\3286.png
datasets\waterDataSet\imgAug\1995.jpeg datasets\waterDataSet\labelAug\1995.png datasets\waterDataSet\edge\1995.png
datasets\waterDataSet\imgAug\1499.jpeg datasets\waterDataSet\labelAug\1499.png datasets\waterDataSet\edge\1499.png
datasets\waterDataSet\imgAug\742.jpeg datasets\waterDataSet\labelAug\742.png datasets\waterDataSet\edge\742.png
datasets\waterDataSet\imgAug\68.jpeg datasets\waterDataSet\labelAug\68.png datasets\waterDataSet\edge\68.png
datasets\waterDataSet\imgAug\252.jpeg datasets\waterDataSet\labelAug\252.png datasets\waterDataSet\edge\252.png
datasets\waterDataSet\imgAug\1495.jpeg datasets\waterDataSet\labelAug\1495.png datasets\waterDataSet\edge\1495.png
datasets\waterDataSet\imgAug\49.jpeg datasets\waterDataSet\labelAug\49.png datasets\waterDataSet\edge\49.png
datasets\waterDataSet\imgAug\674.jpeg datasets\waterDataSet\labelAug\674.png datasets\waterDataSet\edge\674.png
datasets\waterDataSet\imgAug\3301.jpeg datasets\waterDataSet\labelAug\3301.png datasets\waterDataSet\edge\3301.png
datasets\waterDataSet\imgAug\15.jpeg datasets\waterDataSet\labelAug\15.png datasets\waterDataSet\edge\15.png
datasets\waterDataSet\imgAug\1949.jpeg datasets\waterDataSet\labelAug\1949.png datasets\waterDataSet\edge\1949.png
datasets\waterDataSet\imgAug\1016.jpeg datasets\waterDataSet\labelAug\1016.png datasets\waterDataSet\edge\1016.png
datasets\waterDataSet\imgAug\2462.jpeg datasets\waterDataSet\labelAug\2462.png datasets\waterDataSet\edge\2462.png
datasets\waterDataSet\imgAug\997.jpeg datasets\waterDataSet\labelAug\997.png datasets\waterDataSet\edge\997.png
datasets\waterDataSet\imgAug\4202.jpeg datasets\waterDataSet\labelAug\4202.png datasets\waterDataSet\edge\4202.png
datasets\waterDataSet\imgAug\30.jpeg datasets\waterDataSet\labelAug\30.png datasets\waterDataSet\edge\30.png
datasets\waterDataSet\imgAug\5008.jpeg datasets\waterDataSet\labelAug\5008.png datasets\waterDataSet\edge\5008.png
datasets\waterDataSet\imgAug\2791.jpeg datasets\waterDataSet\labelAug\2791.png datasets\waterDataSet\edge\2791.png
datasets\waterDataSet\imgAug\3249.jpeg datasets\waterDataSet\labelAug\3249.png datasets\waterDataSet\edge\3249.png
datasets\waterDataSet\imgAug\383.jpeg datasets\waterDataSet\labelAug\383.png datasets\waterDataSet\edge\383.png
datasets\waterDataSet\imgAug\4626.jpeg datasets\waterDataSet\labelAug\4626.png datasets\waterDataSet\edge\4626.png
datasets\waterDataSet\imgAug\2282.jpeg datasets\waterDataSet\labelAug\2282.png datasets\waterDataSet\edge\2282.png
datasets\waterDataSet\imgAug\1998.jpeg datasets\waterDataSet\labelAug\1998.png datasets\waterDataSet\edge\1998.png
datasets\waterDataSet\imgAug\5084.jpeg datasets\waterDataSet\labelAug\5084.png datasets\waterDataSet\edge\5084.png
datasets\waterDataSet\imgAug\4414.jpeg datasets\waterDataSet\labelAug\4414.png datasets\waterDataSet\edge\4414.png
datasets\waterDataSet\imgAug\4698.jpeg datasets\waterDataSet\labelAug\4698.png datasets\waterDataSet\edge\4698.png
datasets\waterDataSet\imgAug\3937.jpeg datasets\waterDataSet\labelAug\3937.png datasets\waterDataSet\edge\3937.png
datasets\waterDataSet\imgAug\1266.jpeg datasets\waterDataSet\labelAug\1266.png datasets\waterDataSet\edge\1266.png
datasets\waterDataSet\imgAug\1836.jpeg datasets\waterDataSet\labelAug\1836.png datasets\waterDataSet\edge\1836.png
datasets\waterDataSet\imgAug\3925.jpeg datasets\waterDataSet\labelAug\3925.png datasets\waterDataSet\edge\3925.png
datasets\waterDataSet\imgAug\4077.jpeg datasets\waterDataSet\labelAug\4077.png datasets\waterDataSet\edge\4077.png
datasets\waterDataSet\imgAug\4581.jpeg datasets\waterDataSet\labelAug\4581.png datasets\waterDataSet\edge\4581.png
datasets\waterDataSet\imgAug\2603.jpeg datasets\waterDataSet\labelAug\2603.png datasets\waterDataSet\edge\2603.png
datasets\waterDataSet\imgAug\221.jpeg datasets\waterDataSet\labelAug\221.png datasets\waterDataSet\edge\221.png
datasets\waterDataSet\imgAug\500.jpeg datasets\waterDataSet\labelAug\500.png datasets\waterDataSet\edge\500.png
datasets\waterDataSet\imgAug\4088.jpeg datasets\waterDataSet\labelAug\4088.png datasets\waterDataSet\edge\4088.png
datasets\waterDataSet\imgAug\3339.jpeg datasets\waterDataSet\labelAug\3339.png datasets\waterDataSet\edge\3339.png
datasets\waterDataSet\imgAug\3195.jpeg datasets\waterDataSet\labelAug\3195.png datasets\waterDataSet\edge\3195.png
datasets\waterDataSet\imgAug\3689.jpeg datasets\waterDataSet\labelAug\3689.png datasets\waterDataSet\edge\3689.png
datasets\waterDataSet\imgAug\3894.jpeg datasets\waterDataSet\labelAug\3894.png datasets\waterDataSet\edge\3894.png
datasets\waterDataSet\imgAug\3741.jpeg datasets\waterDataSet\labelAug\3741.png datasets\waterDataSet\edge\3741.png
datasets\waterDataSet\imgAug\2246.jpeg datasets\waterDataSet\labelAug\2246.png datasets\waterDataSet\edge\2246.png
datasets\waterDataSet\imgAug\926.jpeg datasets\waterDataSet\labelAug\926.png datasets\waterDataSet\edge\926.png
datasets\waterDataSet\imgAug\4608.jpeg datasets\waterDataSet\labelAug\4608.png datasets\waterDataSet\edge\4608.png
datasets\waterDataSet\imgAug\4399.jpeg datasets\waterDataSet\labelAug\4399.png datasets\waterDataSet\edge\4399.png
datasets\waterDataSet\imgAug\4937.jpeg datasets\waterDataSet\labelAug\4937.png datasets\waterDataSet\edge\4937.png
datasets\waterDataSet\imgAug\1636.jpeg datasets\waterDataSet\labelAug\1636.png datasets\waterDataSet\edge\1636.png
datasets\waterDataSet\imgAug\54.jpeg datasets\waterDataSet\labelAug\54.png datasets\waterDataSet\edge\54.png
datasets\waterDataSet\imgAug\3234.jpeg datasets\waterDataSet\labelAug\3234.png datasets\waterDataSet\edge\3234.png
datasets\waterDataSet\imgAug\4034.jpeg datasets\waterDataSet\labelAug\4034.png datasets\waterDataSet\edge\4034.png
datasets\waterDataSet\imgAug\4716.jpeg datasets\waterDataSet\labelAug\4716.png datasets\waterDataSet\edge\4716.png
datasets\waterDataSet\imgAug\4120.jpeg datasets\waterDataSet\labelAug\4120.png datasets\waterDataSet\edge\4120.png
datasets\waterDataSet\imgAug\1166.jpeg datasets\waterDataSet\labelAug\1166.png datasets\waterDataSet\edge\1166.png
datasets\waterDataSet\imgAug\2639.jpeg datasets\waterDataSet\labelAug\2639.png datasets\waterDataSet\edge\2639.png
datasets\waterDataSet\imgAug\4578.jpeg datasets\waterDataSet\labelAug\4578.png datasets\waterDataSet\edge\4578.png
datasets\waterDataSet\imgAug\1841.jpeg datasets\waterDataSet\labelAug\1841.png datasets\waterDataSet\edge\1841.png
datasets\waterDataSet\imgAug\1534.jpeg datasets\waterDataSet\labelAug\1534.png datasets\waterDataSet\edge\1534.png
datasets\waterDataSet\imgAug\4129.jpeg datasets\waterDataSet\labelAug\4129.png datasets\waterDataSet\edge\4129.png
datasets\waterDataSet\imgAug\3651.jpeg datasets\waterDataSet\labelAug\3651.png datasets\waterDataSet\edge\3651.png
datasets\waterDataSet\imgAug\3052.jpeg datasets\waterDataSet\labelAug\3052.png datasets\waterDataSet\edge\3052.png
datasets\waterDataSet\imgAug\566.jpeg datasets\waterDataSet\labelAug\566.png datasets\waterDataSet\edge\566.png
datasets\waterDataSet\imgAug\4211.jpeg datasets\waterDataSet\labelAug\4211.png datasets\waterDataSet\edge\4211.png
datasets\waterDataSet\imgAug\2789.jpeg datasets\waterDataSet\labelAug\2789.png datasets\waterDataSet\edge\2789.png
datasets\waterDataSet\imgAug\3066.jpeg datasets\waterDataSet\labelAug\3066.png datasets\waterDataSet\edge\3066.png
datasets\waterDataSet\imgAug\2245.jpeg datasets\waterDataSet\labelAug\2245.png datasets\waterDataSet\edge\2245.png
datasets\waterDataSet\imgAug\687.jpeg datasets\waterDataSet\labelAug\687.png datasets\waterDataSet\edge\687.png
datasets\waterDataSet\imgAug\4562.jpeg datasets\waterDataSet\labelAug\4562.png datasets\waterDataSet\edge\4562.png
datasets\waterDataSet\imgAug\4993.jpeg datasets\waterDataSet\labelAug\4993.png datasets\waterDataSet\edge\4993.png
datasets\waterDataSet\imgAug\4119.jpeg datasets\waterDataSet\labelAug\4119.png datasets\waterDataSet\edge\4119.png
datasets\waterDataSet\imgAug\1258.jpeg datasets\waterDataSet\labelAug\1258.png datasets\waterDataSet\edge\1258.png
datasets\waterDataSet\imgAug\3196.jpeg datasets\waterDataSet\labelAug\3196.png datasets\waterDataSet\edge\3196.png
datasets\waterDataSet\imgAug\1729.jpeg datasets\waterDataSet\labelAug\1729.png datasets\waterDataSet\edge\1729.png
datasets\waterDataSet\imgAug\2715.jpeg datasets\waterDataSet\labelAug\2715.png datasets\waterDataSet\edge\2715.png
datasets\waterDataSet\imgAug\979.jpeg datasets\waterDataSet\labelAug\979.png datasets\waterDataSet\edge\979.png
datasets\waterDataSet\imgAug\3364.jpeg datasets\waterDataSet\labelAug\3364.png datasets\waterDataSet\edge\3364.png
datasets\waterDataSet\imgAug\2312.jpeg datasets\waterDataSet\labelAug\2312.png datasets\waterDataSet\edge\2312.png
datasets\waterDataSet\imgAug\3241.jpeg datasets\waterDataSet\labelAug\3241.png datasets\waterDataSet\edge\3241.png
datasets\waterDataSet\imgAug\1212.jpeg datasets\waterDataSet\labelAug\1212.png datasets\waterDataSet\edge\1212.png
datasets\waterDataSet\imgAug\3001.jpeg datasets\waterDataSet\labelAug\3001.png datasets\waterDataSet\edge\3001.png
datasets\waterDataSet\imgAug\3007.jpeg datasets\waterDataSet\labelAug\3007.png datasets\waterDataSet\edge\3007.png
