datasets\buildings\image\3463.png datasets\buildings\label2_gray\3463.png datasets\buildings\edge\3463.png
datasets\buildings\image\3929.png datasets\buildings\label2_gray\3929.png datasets\buildings\edge\3929.png
datasets\buildings\image\1750.png datasets\buildings\label2_gray\1750.png datasets\buildings\edge\1750.png
datasets\buildings\image\5276.png datasets\buildings\label2_gray\5276.png datasets\buildings\edge\5276.png
datasets\buildings\image\961.png datasets\buildings\label2_gray\961.png datasets\buildings\edge\961.png
datasets\buildings\image\5103.png datasets\buildings\label2_gray\5103.png datasets\buildings\edge\5103.png
datasets\buildings\image\2960.png datasets\buildings\label2_gray\2960.png datasets\buildings\edge\2960.png
datasets\buildings\image\1123.png datasets\buildings\label2_gray\1123.png datasets\buildings\edge\1123.png
datasets\buildings\image\4523.png datasets\buildings\label2_gray\4523.png datasets\buildings\edge\4523.png
datasets\buildings\image\782.png datasets\buildings\label2_gray\782.png datasets\buildings\edge\782.png
datasets\buildings\image\3795.png datasets\buildings\label2_gray\3795.png datasets\buildings\edge\3795.png
datasets\buildings\image\2032.png datasets\buildings\label2_gray\2032.png datasets\buildings\edge\2032.png
datasets\buildings\image\1643.png datasets\buildings\label2_gray\1643.png datasets\buildings\edge\1643.png
datasets\buildings\image\1666.png datasets\buildings\label2_gray\1666.png datasets\buildings\edge\1666.png
datasets\buildings\image\3747.png datasets\buildings\label2_gray\3747.png datasets\buildings\edge\3747.png
datasets\buildings\image\3202.png datasets\buildings\label2_gray\3202.png datasets\buildings\edge\3202.png
datasets\buildings\image\985.png datasets\buildings\label2_gray\985.png datasets\buildings\edge\985.png
datasets\buildings\image\5590.png datasets\buildings\label2_gray\5590.png datasets\buildings\edge\5590.png
datasets\buildings\image\2156.png datasets\buildings\label2_gray\2156.png datasets\buildings\edge\2156.png
datasets\buildings\image\630.png datasets\buildings\label2_gray\630.png datasets\buildings\edge\630.png
datasets\buildings\image\1152.png datasets\buildings\label2_gray\1152.png datasets\buildings\edge\1152.png
datasets\buildings\image\5944.png datasets\buildings\label2_gray\5944.png datasets\buildings\edge\5944.png
datasets\buildings\image\2417.png datasets\buildings\label2_gray\2417.png datasets\buildings\edge\2417.png
datasets\buildings\image\1174.png datasets\buildings\label2_gray\1174.png datasets\buildings\edge\1174.png
datasets\buildings\image\644.png datasets\buildings\label2_gray\644.png datasets\buildings\edge\644.png
datasets\buildings\image\1248.png datasets\buildings\label2_gray\1248.png datasets\buildings\edge\1248.png
datasets\buildings\image\2593.png datasets\buildings\label2_gray\2593.png datasets\buildings\edge\2593.png
datasets\buildings\image\5604.png datasets\buildings\label2_gray\5604.png datasets\buildings\edge\5604.png
datasets\buildings\image\1143.png datasets\buildings\label2_gray\1143.png datasets\buildings\edge\1143.png
datasets\buildings\image\3129.png datasets\buildings\label2_gray\3129.png datasets\buildings\edge\3129.png
datasets\buildings\image\1707.png datasets\buildings\label2_gray\1707.png datasets\buildings\edge\1707.png
datasets\buildings\image\1389.png datasets\buildings\label2_gray\1389.png datasets\buildings\edge\1389.png
datasets\buildings\image\3050.png datasets\buildings\label2_gray\3050.png datasets\buildings\edge\3050.png
datasets\buildings\image\4715.png datasets\buildings\label2_gray\4715.png datasets\buildings\edge\4715.png
datasets\buildings\image\744.png datasets\buildings\label2_gray\744.png datasets\buildings\edge\744.png
datasets\buildings\image\3475.png datasets\buildings\label2_gray\3475.png datasets\buildings\edge\3475.png
datasets\buildings\image\2686.png datasets\buildings\label2_gray\2686.png datasets\buildings\edge\2686.png
datasets\buildings\image\5426.png datasets\buildings\label2_gray\5426.png datasets\buildings\edge\5426.png
datasets\buildings\image\636.png datasets\buildings\label2_gray\636.png datasets\buildings\edge\636.png
datasets\buildings\image\89.png datasets\buildings\label2_gray\89.png datasets\buildings\edge\89.png
datasets\buildings\image\1482.png datasets\buildings\label2_gray\1482.png datasets\buildings\edge\1482.png
datasets\buildings\image\737.png datasets\buildings\label2_gray\737.png datasets\buildings\edge\737.png
datasets\buildings\image\222.png datasets\buildings\label2_gray\222.png datasets\buildings\edge\222.png
datasets\buildings\image\3942.png datasets\buildings\label2_gray\3942.png datasets\buildings\edge\3942.png
datasets\buildings\image\1947.png datasets\buildings\label2_gray\1947.png datasets\buildings\edge\1947.png
datasets\buildings\image\2008.png datasets\buildings\label2_gray\2008.png datasets\buildings\edge\2008.png
datasets\buildings\image\2905.png datasets\buildings\label2_gray\2905.png datasets\buildings\edge\2905.png
datasets\buildings\image\3790.png datasets\buildings\label2_gray\3790.png datasets\buildings\edge\3790.png
datasets\buildings\image\5431.png datasets\buildings\label2_gray\5431.png datasets\buildings\edge\5431.png
datasets\buildings\image\2444.png datasets\buildings\label2_gray\2444.png datasets\buildings\edge\2444.png
datasets\buildings\image\5070.png datasets\buildings\label2_gray\5070.png datasets\buildings\edge\5070.png
datasets\buildings\image\4128.png datasets\buildings\label2_gray\4128.png datasets\buildings\edge\4128.png
datasets\buildings\image\1102.png datasets\buildings\label2_gray\1102.png datasets\buildings\edge\1102.png
datasets\buildings\image\4541.png datasets\buildings\label2_gray\4541.png datasets\buildings\edge\4541.png
datasets\buildings\image\1602.png datasets\buildings\label2_gray\1602.png datasets\buildings\edge\1602.png
datasets\buildings\image\5542.png datasets\buildings\label2_gray\5542.png datasets\buildings\edge\5542.png
datasets\buildings\image\5658.png datasets\buildings\label2_gray\5658.png datasets\buildings\edge\5658.png
datasets\buildings\image\5696.png datasets\buildings\label2_gray\5696.png datasets\buildings\edge\5696.png
datasets\buildings\image\3326.png datasets\buildings\label2_gray\3326.png datasets\buildings\edge\3326.png
datasets\buildings\image\5822.png datasets\buildings\label2_gray\5822.png datasets\buildings\edge\5822.png
datasets\buildings\image\2478.png datasets\buildings\label2_gray\2478.png datasets\buildings\edge\2478.png
datasets\buildings\image\5323.png datasets\buildings\label2_gray\5323.png datasets\buildings\edge\5323.png
datasets\buildings\image\1387.png datasets\buildings\label2_gray\1387.png datasets\buildings\edge\1387.png
datasets\buildings\image\55.png datasets\buildings\label2_gray\55.png datasets\buildings\edge\55.png
datasets\buildings\image\2373.png datasets\buildings\label2_gray\2373.png datasets\buildings\edge\2373.png
datasets\buildings\image\3708.png datasets\buildings\label2_gray\3708.png datasets\buildings\edge\3708.png
datasets\buildings\image\4849.png datasets\buildings\label2_gray\4849.png datasets\buildings\edge\4849.png
datasets\buildings\image\4325.png datasets\buildings\label2_gray\4325.png datasets\buildings\edge\4325.png
datasets\buildings\image\2037.png datasets\buildings\label2_gray\2037.png datasets\buildings\edge\2037.png
datasets\buildings\image\558.png datasets\buildings\label2_gray\558.png datasets\buildings\edge\558.png
datasets\buildings\image\3006.png datasets\buildings\label2_gray\3006.png datasets\buildings\edge\3006.png
datasets\buildings\image\1863.png datasets\buildings\label2_gray\1863.png datasets\buildings\edge\1863.png
datasets\buildings\image\5020.png datasets\buildings\label2_gray\5020.png datasets\buildings\edge\5020.png
datasets\buildings\image\3741.png datasets\buildings\label2_gray\3741.png datasets\buildings\edge\3741.png
datasets\buildings\image\3605.png datasets\buildings\label2_gray\3605.png datasets\buildings\edge\3605.png
datasets\buildings\image\4025.png datasets\buildings\label2_gray\4025.png datasets\buildings\edge\4025.png
datasets\buildings\image\345.png datasets\buildings\label2_gray\345.png datasets\buildings\edge\345.png
datasets\buildings\image\77.png datasets\buildings\label2_gray\77.png datasets\buildings\edge\77.png
datasets\buildings\image\783.png datasets\buildings\label2_gray\783.png datasets\buildings\edge\783.png
datasets\buildings\image\1093.png datasets\buildings\label2_gray\1093.png datasets\buildings\edge\1093.png
datasets\buildings\image\1521.png datasets\buildings\label2_gray\1521.png datasets\buildings\edge\1521.png
datasets\buildings\image\5674.png datasets\buildings\label2_gray\5674.png datasets\buildings\edge\5674.png
datasets\buildings\image\1574.png datasets\buildings\label2_gray\1574.png datasets\buildings\edge\1574.png
datasets\buildings\image\2832.png datasets\buildings\label2_gray\2832.png datasets\buildings\edge\2832.png
datasets\buildings\image\1929.png datasets\buildings\label2_gray\1929.png datasets\buildings\edge\1929.png
datasets\buildings\image\1378.png datasets\buildings\label2_gray\1378.png datasets\buildings\edge\1378.png
datasets\buildings\image\723.png datasets\buildings\label2_gray\723.png datasets\buildings\edge\723.png
datasets\buildings\image\27.png datasets\buildings\label2_gray\27.png datasets\buildings\edge\27.png
datasets\buildings\image\354.png datasets\buildings\label2_gray\354.png datasets\buildings\edge\354.png
datasets\buildings\image\3825.png datasets\buildings\label2_gray\3825.png datasets\buildings\edge\3825.png
datasets\buildings\image\537.png datasets\buildings\label2_gray\537.png datasets\buildings\edge\537.png
datasets\buildings\image\2382.png datasets\buildings\label2_gray\2382.png datasets\buildings\edge\2382.png
datasets\buildings\image\1973.png datasets\buildings\label2_gray\1973.png datasets\buildings\edge\1973.png
datasets\buildings\image\4315.png datasets\buildings\label2_gray\4315.png datasets\buildings\edge\4315.png
datasets\buildings\image\5882.png datasets\buildings\label2_gray\5882.png datasets\buildings\edge\5882.png
datasets\buildings\image\4257.png datasets\buildings\label2_gray\4257.png datasets\buildings\edge\4257.png
datasets\buildings\image\4515.png datasets\buildings\label2_gray\4515.png datasets\buildings\edge\4515.png
datasets\buildings\image\4963.png datasets\buildings\label2_gray\4963.png datasets\buildings\edge\4963.png
datasets\buildings\image\4125.png datasets\buildings\label2_gray\4125.png datasets\buildings\edge\4125.png
datasets\buildings\image\1651.png datasets\buildings\label2_gray\1651.png datasets\buildings\edge\1651.png
datasets\buildings\image\5946.png datasets\buildings\label2_gray\5946.png datasets\buildings\edge\5946.png
datasets\buildings\image\368.png datasets\buildings\label2_gray\368.png datasets\buildings\edge\368.png
datasets\buildings\image\1850.png datasets\buildings\label2_gray\1850.png datasets\buildings\edge\1850.png
datasets\buildings\image\810.png datasets\buildings\label2_gray\810.png datasets\buildings\edge\810.png
datasets\buildings\image\5894.png datasets\buildings\label2_gray\5894.png datasets\buildings\edge\5894.png
datasets\buildings\image\1310.png datasets\buildings\label2_gray\1310.png datasets\buildings\edge\1310.png
datasets\buildings\image\4357.png datasets\buildings\label2_gray\4357.png datasets\buildings\edge\4357.png
datasets\buildings\image\3817.png datasets\buildings\label2_gray\3817.png datasets\buildings\edge\3817.png
datasets\buildings\image\2046.png datasets\buildings\label2_gray\2046.png datasets\buildings\edge\2046.png
datasets\buildings\image\1468.png datasets\buildings\label2_gray\1468.png datasets\buildings\edge\1468.png
datasets\buildings\image\5240.png datasets\buildings\label2_gray\5240.png datasets\buildings\edge\5240.png
datasets\buildings\image\4727.png datasets\buildings\label2_gray\4727.png datasets\buildings\edge\4727.png
datasets\buildings\image\4577.png datasets\buildings\label2_gray\4577.png datasets\buildings\edge\4577.png
datasets\buildings\image\1856.png datasets\buildings\label2_gray\1856.png datasets\buildings\edge\1856.png
datasets\buildings\image\4861.png datasets\buildings\label2_gray\4861.png datasets\buildings\edge\4861.png
datasets\buildings\image\1589.png datasets\buildings\label2_gray\1589.png datasets\buildings\edge\1589.png
datasets\buildings\image\938.png datasets\buildings\label2_gray\938.png datasets\buildings\edge\938.png
datasets\buildings\image\1353.png datasets\buildings\label2_gray\1353.png datasets\buildings\edge\1353.png
datasets\buildings\image\750.png datasets\buildings\label2_gray\750.png datasets\buildings\edge\750.png
datasets\buildings\image\2769.png datasets\buildings\label2_gray\2769.png datasets\buildings\edge\2769.png
datasets\buildings\image\364.png datasets\buildings\label2_gray\364.png datasets\buildings\edge\364.png
datasets\buildings\image\63.png datasets\buildings\label2_gray\63.png datasets\buildings\edge\63.png
datasets\buildings\image\406.png datasets\buildings\label2_gray\406.png datasets\buildings\edge\406.png
datasets\buildings\image\26.png datasets\buildings\label2_gray\26.png datasets\buildings\edge\26.png
datasets\buildings\image\432.png datasets\buildings\label2_gray\432.png datasets\buildings\edge\432.png
datasets\buildings\image\3352.png datasets\buildings\label2_gray\3352.png datasets\buildings\edge\3352.png
datasets\buildings\image\4191.png datasets\buildings\label2_gray\4191.png datasets\buildings\edge\4191.png
datasets\buildings\image\5307.png datasets\buildings\label2_gray\5307.png datasets\buildings\edge\5307.png
datasets\buildings\image\680.png datasets\buildings\label2_gray\680.png datasets\buildings\edge\680.png
datasets\buildings\image\1431.png datasets\buildings\label2_gray\1431.png datasets\buildings\edge\1431.png
datasets\buildings\image\757.png datasets\buildings\label2_gray\757.png datasets\buildings\edge\757.png
datasets\buildings\image\2368.png datasets\buildings\label2_gray\2368.png datasets\buildings\edge\2368.png
datasets\buildings\image\4020.png datasets\buildings\label2_gray\4020.png datasets\buildings\edge\4020.png
datasets\buildings\image\5781.png datasets\buildings\label2_gray\5781.png datasets\buildings\edge\5781.png
datasets\buildings\image\3852.png datasets\buildings\label2_gray\3852.png datasets\buildings\edge\3852.png
datasets\buildings\image\2363.png datasets\buildings\label2_gray\2363.png datasets\buildings\edge\2363.png
datasets\buildings\image\1188.png datasets\buildings\label2_gray\1188.png datasets\buildings\edge\1188.png
datasets\buildings\image\2988.png datasets\buildings\label2_gray\2988.png datasets\buildings\edge\2988.png
datasets\buildings\image\4668.png datasets\buildings\label2_gray\4668.png datasets\buildings\edge\4668.png
datasets\buildings\image\124.png datasets\buildings\label2_gray\124.png datasets\buildings\edge\124.png
datasets\buildings\image\5697.png datasets\buildings\label2_gray\5697.png datasets\buildings\edge\5697.png
datasets\buildings\image\599.png datasets\buildings\label2_gray\599.png datasets\buildings\edge\599.png
datasets\buildings\image\3000.png datasets\buildings\label2_gray\3000.png datasets\buildings\edge\3000.png
datasets\buildings\image\295.png datasets\buildings\label2_gray\295.png datasets\buildings\edge\295.png
datasets\buildings\image\4514.png datasets\buildings\label2_gray\4514.png datasets\buildings\edge\4514.png
datasets\buildings\image\476.png datasets\buildings\label2_gray\476.png datasets\buildings\edge\476.png
datasets\buildings\image\4554.png datasets\buildings\label2_gray\4554.png datasets\buildings\edge\4554.png
datasets\buildings\image\1371.png datasets\buildings\label2_gray\1371.png datasets\buildings\edge\1371.png
datasets\buildings\image\4505.png datasets\buildings\label2_gray\4505.png datasets\buildings\edge\4505.png
datasets\buildings\image\5406.png datasets\buildings\label2_gray\5406.png datasets\buildings\edge\5406.png
datasets\buildings\image\4159.png datasets\buildings\label2_gray\4159.png datasets\buildings\edge\4159.png
datasets\buildings\image\631.png datasets\buildings\label2_gray\631.png datasets\buildings\edge\631.png
datasets\buildings\image\5106.png datasets\buildings\label2_gray\5106.png datasets\buildings\edge\5106.png
datasets\buildings\image\1990.png datasets\buildings\label2_gray\1990.png datasets\buildings\edge\1990.png
datasets\buildings\image\4527.png datasets\buildings\label2_gray\4527.png datasets\buildings\edge\4527.png
datasets\buildings\image\3494.png datasets\buildings\label2_gray\3494.png datasets\buildings\edge\3494.png
datasets\buildings\image\2293.png datasets\buildings\label2_gray\2293.png datasets\buildings\edge\2293.png
datasets\buildings\image\1101.png datasets\buildings\label2_gray\1101.png datasets\buildings\edge\1101.png
datasets\buildings\image\524.png datasets\buildings\label2_gray\524.png datasets\buildings\edge\524.png
datasets\buildings\image\3079.png datasets\buildings\label2_gray\3079.png datasets\buildings\edge\3079.png
datasets\buildings\image\1849.png datasets\buildings\label2_gray\1849.png datasets\buildings\edge\1849.png
datasets\buildings\image\2454.png datasets\buildings\label2_gray\2454.png datasets\buildings\edge\2454.png
datasets\buildings\image\4326.png datasets\buildings\label2_gray\4326.png datasets\buildings\edge\4326.png
datasets\buildings\image\1490.png datasets\buildings\label2_gray\1490.png datasets\buildings\edge\1490.png
datasets\buildings\image\209.png datasets\buildings\label2_gray\209.png datasets\buildings\edge\209.png
datasets\buildings\image\73.png datasets\buildings\label2_gray\73.png datasets\buildings\edge\73.png
datasets\buildings\image\4579.png datasets\buildings\label2_gray\4579.png datasets\buildings\edge\4579.png
datasets\buildings\image\4596.png datasets\buildings\label2_gray\4596.png datasets\buildings\edge\4596.png
datasets\buildings\image\2167.png datasets\buildings\label2_gray\2167.png datasets\buildings\edge\2167.png
datasets\buildings\image\4319.png datasets\buildings\label2_gray\4319.png datasets\buildings\edge\4319.png
datasets\buildings\image\530.png datasets\buildings\label2_gray\530.png datasets\buildings\edge\530.png
datasets\buildings\image\2084.png datasets\buildings\label2_gray\2084.png datasets\buildings\edge\2084.png
datasets\buildings\image\4443.png datasets\buildings\label2_gray\4443.png datasets\buildings\edge\4443.png
datasets\buildings\image\5117.png datasets\buildings\label2_gray\5117.png datasets\buildings\edge\5117.png
datasets\buildings\image\3142.png datasets\buildings\label2_gray\3142.png datasets\buildings\edge\3142.png
datasets\buildings\image\1671.png datasets\buildings\label2_gray\1671.png datasets\buildings\edge\1671.png
datasets\buildings\image\1341.png datasets\buildings\label2_gray\1341.png datasets\buildings\edge\1341.png
datasets\buildings\image\2785.png datasets\buildings\label2_gray\2785.png datasets\buildings\edge\2785.png
datasets\buildings\image\1967.png datasets\buildings\label2_gray\1967.png datasets\buildings\edge\1967.png
datasets\buildings\image\2915.png datasets\buildings\label2_gray\2915.png datasets\buildings\edge\2915.png
datasets\buildings\image\258.png datasets\buildings\label2_gray\258.png datasets\buildings\edge\258.png
datasets\buildings\image\126.png datasets\buildings\label2_gray\126.png datasets\buildings\edge\126.png
datasets\buildings\image\4611.png datasets\buildings\label2_gray\4611.png datasets\buildings\edge\4611.png
datasets\buildings\image\5488.png datasets\buildings\label2_gray\5488.png datasets\buildings\edge\5488.png
datasets\buildings\image\2494.png datasets\buildings\label2_gray\2494.png datasets\buildings\edge\2494.png
datasets\buildings\image\1119.png datasets\buildings\label2_gray\1119.png datasets\buildings\edge\1119.png
datasets\buildings\image\3648.png datasets\buildings\label2_gray\3648.png datasets\buildings\edge\3648.png
datasets\buildings\image\3335.png datasets\buildings\label2_gray\3335.png datasets\buildings\edge\3335.png
datasets\buildings\image\2455.png datasets\buildings\label2_gray\2455.png datasets\buildings\edge\2455.png
datasets\buildings\image\2414.png datasets\buildings\label2_gray\2414.png datasets\buildings\edge\2414.png
datasets\buildings\image\5514.png datasets\buildings\label2_gray\5514.png datasets\buildings\edge\5514.png
datasets\buildings\image\609.png datasets\buildings\label2_gray\609.png datasets\buildings\edge\609.png
datasets\buildings\image\5109.png datasets\buildings\label2_gray\5109.png datasets\buildings\edge\5109.png
datasets\buildings\image\5123.png datasets\buildings\label2_gray\5123.png datasets\buildings\edge\5123.png
datasets\buildings\image\1533.png datasets\buildings\label2_gray\1533.png datasets\buildings\edge\1533.png
datasets\buildings\image\3693.png datasets\buildings\label2_gray\3693.png datasets\buildings\edge\3693.png
datasets\buildings\image\1104.png datasets\buildings\label2_gray\1104.png datasets\buildings\edge\1104.png
datasets\buildings\image\3269.png datasets\buildings\label2_gray\3269.png datasets\buildings\edge\3269.png
datasets\buildings\image\2123.png datasets\buildings\label2_gray\2123.png datasets\buildings\edge\2123.png
datasets\buildings\image\3140.png datasets\buildings\label2_gray\3140.png datasets\buildings\edge\3140.png
datasets\buildings\image\2723.png datasets\buildings\label2_gray\2723.png datasets\buildings\edge\2723.png
datasets\buildings\image\65.png datasets\buildings\label2_gray\65.png datasets\buildings\edge\65.png
datasets\buildings\image\743.png datasets\buildings\label2_gray\743.png datasets\buildings\edge\743.png
datasets\buildings\image\1759.png datasets\buildings\label2_gray\1759.png datasets\buildings\edge\1759.png
datasets\buildings\image\4272.png datasets\buildings\label2_gray\4272.png datasets\buildings\edge\4272.png
datasets\buildings\image\3124.png datasets\buildings\label2_gray\3124.png datasets\buildings\edge\3124.png
datasets\buildings\image\3002.png datasets\buildings\label2_gray\3002.png datasets\buildings\edge\3002.png
datasets\buildings\image\2711.png datasets\buildings\label2_gray\2711.png datasets\buildings\edge\2711.png
datasets\buildings\image\2831.png datasets\buildings\label2_gray\2831.png datasets\buildings\edge\2831.png
datasets\buildings\image\4334.png datasets\buildings\label2_gray\4334.png datasets\buildings\edge\4334.png
datasets\buildings\image\2232.png datasets\buildings\label2_gray\2232.png datasets\buildings\edge\2232.png
datasets\buildings\image\4328.png datasets\buildings\label2_gray\4328.png datasets\buildings\edge\4328.png
datasets\buildings\image\5105.png datasets\buildings\label2_gray\5105.png datasets\buildings\edge\5105.png
datasets\buildings\image\3550.png datasets\buildings\label2_gray\3550.png datasets\buildings\edge\3550.png
datasets\buildings\image\3325.png datasets\buildings\label2_gray\3325.png datasets\buildings\edge\3325.png
datasets\buildings\image\5555.png datasets\buildings\label2_gray\5555.png datasets\buildings\edge\5555.png
datasets\buildings\image\2868.png datasets\buildings\label2_gray\2868.png datasets\buildings\edge\2868.png
datasets\buildings\image\3496.png datasets\buildings\label2_gray\3496.png datasets\buildings\edge\3496.png
datasets\buildings\image\2149.png datasets\buildings\label2_gray\2149.png datasets\buildings\edge\2149.png
datasets\buildings\image\1931.png datasets\buildings\label2_gray\1931.png datasets\buildings\edge\1931.png
datasets\buildings\image\3414.png datasets\buildings\label2_gray\3414.png datasets\buildings\edge\3414.png
datasets\buildings\image\689.png datasets\buildings\label2_gray\689.png datasets\buildings\edge\689.png
datasets\buildings\image\3865.png datasets\buildings\label2_gray\3865.png datasets\buildings\edge\3865.png
datasets\buildings\image\1085.png datasets\buildings\label2_gray\1085.png datasets\buildings\edge\1085.png
datasets\buildings\image\2812.png datasets\buildings\label2_gray\2812.png datasets\buildings\edge\2812.png
datasets\buildings\image\3650.png datasets\buildings\label2_gray\3650.png datasets\buildings\edge\3650.png
datasets\buildings\image\4185.png datasets\buildings\label2_gray\4185.png datasets\buildings\edge\4185.png
datasets\buildings\image\3293.png datasets\buildings\label2_gray\3293.png datasets\buildings\edge\3293.png
datasets\buildings\image\2419.png datasets\buildings\label2_gray\2419.png datasets\buildings\edge\2419.png
datasets\buildings\image\2508.png datasets\buildings\label2_gray\2508.png datasets\buildings\edge\2508.png
datasets\buildings\image\935.png datasets\buildings\label2_gray\935.png datasets\buildings\edge\935.png
datasets\buildings\image\1345.png datasets\buildings\label2_gray\1345.png datasets\buildings\edge\1345.png
datasets\buildings\image\1272.png datasets\buildings\label2_gray\1272.png datasets\buildings\edge\1272.png
datasets\buildings\image\2715.png datasets\buildings\label2_gray\2715.png datasets\buildings\edge\2715.png
datasets\buildings\image\2918.png datasets\buildings\label2_gray\2918.png datasets\buildings\edge\2918.png
datasets\buildings\image\2966.png datasets\buildings\label2_gray\2966.png datasets\buildings\edge\2966.png
datasets\buildings\image\592.png datasets\buildings\label2_gray\592.png datasets\buildings\edge\592.png
datasets\buildings\image\3070.png datasets\buildings\label2_gray\3070.png datasets\buildings\edge\3070.png
datasets\buildings\image\4851.png datasets\buildings\label2_gray\4851.png datasets\buildings\edge\4851.png
datasets\buildings\image\1211.png datasets\buildings\label2_gray\1211.png datasets\buildings\edge\1211.png
datasets\buildings\image\5688.png datasets\buildings\label2_gray\5688.png datasets\buildings\edge\5688.png
datasets\buildings\image\3569.png datasets\buildings\label2_gray\3569.png datasets\buildings\edge\3569.png
datasets\buildings\image\1904.png datasets\buildings\label2_gray\1904.png datasets\buildings\edge\1904.png
datasets\buildings\image\2371.png datasets\buildings\label2_gray\2371.png datasets\buildings\edge\2371.png
datasets\buildings\image\4433.png datasets\buildings\label2_gray\4433.png datasets\buildings\edge\4433.png
datasets\buildings\image\2259.png datasets\buildings\label2_gray\2259.png datasets\buildings\edge\2259.png
datasets\buildings\image\1610.png datasets\buildings\label2_gray\1610.png datasets\buildings\edge\1610.png
datasets\buildings\image\5867.png datasets\buildings\label2_gray\5867.png datasets\buildings\edge\5867.png
datasets\buildings\image\4123.png datasets\buildings\label2_gray\4123.png datasets\buildings\edge\4123.png
datasets\buildings\image\2411.png datasets\buildings\label2_gray\2411.png datasets\buildings\edge\2411.png
datasets\buildings\image\4941.png datasets\buildings\label2_gray\4941.png datasets\buildings\edge\4941.png
datasets\buildings\image\501.png datasets\buildings\label2_gray\501.png datasets\buildings\edge\501.png
datasets\buildings\image\1692.png datasets\buildings\label2_gray\1692.png datasets\buildings\edge\1692.png
datasets\buildings\image\162.png datasets\buildings\label2_gray\162.png datasets\buildings\edge\162.png
datasets\buildings\image\3931.png datasets\buildings\label2_gray\3931.png datasets\buildings\edge\3931.png
datasets\buildings\image\934.png datasets\buildings\label2_gray\934.png datasets\buildings\edge\934.png
datasets\buildings\image\5196.png datasets\buildings\label2_gray\5196.png datasets\buildings\edge\5196.png
datasets\buildings\image\5131.png datasets\buildings\label2_gray\5131.png datasets\buildings\edge\5131.png
datasets\buildings\image\3200.png datasets\buildings\label2_gray\3200.png datasets\buildings\edge\3200.png
datasets\buildings\image\2911.png datasets\buildings\label2_gray\2911.png datasets\buildings\edge\2911.png
datasets\buildings\image\3097.png datasets\buildings\label2_gray\3097.png datasets\buildings\edge\3097.png
datasets\buildings\image\1020.png datasets\buildings\label2_gray\1020.png datasets\buildings\edge\1020.png
datasets\buildings\image\3163.png datasets\buildings\label2_gray\3163.png datasets\buildings\edge\3163.png
datasets\buildings\image\2695.png datasets\buildings\label2_gray\2695.png datasets\buildings\edge\2695.png
datasets\buildings\image\4400.png datasets\buildings\label2_gray\4400.png datasets\buildings\edge\4400.png
datasets\buildings\image\3563.png datasets\buildings\label2_gray\3563.png datasets\buildings\edge\3563.png
datasets\buildings\image\4597.png datasets\buildings\label2_gray\4597.png datasets\buildings\edge\4597.png
datasets\buildings\image\4568.png datasets\buildings\label2_gray\4568.png datasets\buildings\edge\4568.png
datasets\buildings\image\590.png datasets\buildings\label2_gray\590.png datasets\buildings\edge\590.png
datasets\buildings\image\5001.png datasets\buildings\label2_gray\5001.png datasets\buildings\edge\5001.png
datasets\buildings\image\99.png datasets\buildings\label2_gray\99.png datasets\buildings\edge\99.png
datasets\buildings\image\500.png datasets\buildings\label2_gray\500.png datasets\buildings\edge\500.png
datasets\buildings\image\2300.png datasets\buildings\label2_gray\2300.png datasets\buildings\edge\2300.png
datasets\buildings\image\324.png datasets\buildings\label2_gray\324.png datasets\buildings\edge\324.png
datasets\buildings\image\2004.png datasets\buildings\label2_gray\2004.png datasets\buildings\edge\2004.png
datasets\buildings\image\279.png datasets\buildings\label2_gray\279.png datasets\buildings\edge\279.png
datasets\buildings\image\3416.png datasets\buildings\label2_gray\3416.png datasets\buildings\edge\3416.png
datasets\buildings\image\956.png datasets\buildings\label2_gray\956.png datasets\buildings\edge\956.png
datasets\buildings\image\2485.png datasets\buildings\label2_gray\2485.png datasets\buildings\edge\2485.png
datasets\buildings\image\2962.png datasets\buildings\label2_gray\2962.png datasets\buildings\edge\2962.png
datasets\buildings\image\5036.png datasets\buildings\label2_gray\5036.png datasets\buildings\edge\5036.png
datasets\buildings\image\2613.png datasets\buildings\label2_gray\2613.png datasets\buildings\edge\2613.png
datasets\buildings\image\4775.png datasets\buildings\label2_gray\4775.png datasets\buildings\edge\4775.png
datasets\buildings\image\4876.png datasets\buildings\label2_gray\4876.png datasets\buildings\edge\4876.png
datasets\buildings\image\1421.png datasets\buildings\label2_gray\1421.png datasets\buildings\edge\1421.png
datasets\buildings\image\5997.png datasets\buildings\label2_gray\5997.png datasets\buildings\edge\5997.png
datasets\buildings\image\5959.png datasets\buildings\label2_gray\5959.png datasets\buildings\edge\5959.png
datasets\buildings\image\4976.png datasets\buildings\label2_gray\4976.png datasets\buildings\edge\4976.png
datasets\buildings\image\370.png datasets\buildings\label2_gray\370.png datasets\buildings\edge\370.png
datasets\buildings\image\5345.png datasets\buildings\label2_gray\5345.png datasets\buildings\edge\5345.png
datasets\buildings\image\1290.png datasets\buildings\label2_gray\1290.png datasets\buildings\edge\1290.png
datasets\buildings\image\3057.png datasets\buildings\label2_gray\3057.png datasets\buildings\edge\3057.png
datasets\buildings\image\3447.png datasets\buildings\label2_gray\3447.png datasets\buildings\edge\3447.png
datasets\buildings\image\978.png datasets\buildings\label2_gray\978.png datasets\buildings\edge\978.png
datasets\buildings\image\3430.png datasets\buildings\label2_gray\3430.png datasets\buildings\edge\3430.png
